revenue,profit,expenses,assets,growth_rate,new_customers,market_share,expansion_idx,cust_satisfaction,retention_rate,nps_score,support_rating,efficiency,uptime_pct,throughput,error_rate,overall_score,valuation,risk_index,random_metric
500.38,100.23,398.8,998.84,6.0,202.93,15.39,50.5,79.34,85.92,55.28,10.07,67.03,99.72,309.7,0.61,77.96,798.45,43.69,22.6
508.5,105.98,407.54,1010.89,-7.17,185.96,3.45,38.08,72.47,78.01,48.25,2.0,59.8,95.94,298.61,4.63,69.29,794.51,42.05,30.79
504.3,105.41,401.99,1004.96,5.29,202.09,14.67,49.49,73.14,77.62,48.96,0.34,58.1,92.87,297.73,7.24,66.73,803.4,59.48,39.03
510.0,105.83,407.72,1008.97,11.98,206.71,19.4,55.89,75.03,78.27,48.99,3.76,59.3,93.4,296.23,5.31,73.38,813.66,56.05,23.81
500.93,97.99,398.34,1001.83,3.82,200.67,15.65,49.79,75.77,81.77,50.45,5.26,57.94,92.79,297.59,7.79,66.87,798.98,48.66,26.42
497.57,97.93,398.37,1002.74,-2.59,189.44,10.26,41.33,77.07,81.77,52.61,5.38,64.42,97.14,305.41,2.98,69.82,795.51,41.53,19.86
485.5,86.64,387.89,983.04,7.9,201.86,17.06,51.82,76.25,80.72,50.5,3.94,58.9,94.58,302.49,5.89,66.72,790.75,48.98,14.6
486.08,88.84,383.59,982.15,14.77,209.67,22.55,58.66,73.15,79.25,49.58,2.78,62.5,97.17,304.16,4.31,66.07,796.98,58.33,23.77
502.17,102.68,404.29,1004.43,-1.76,190.43,9.86,43.94,73.95,77.63,48.44,3.41,53.73,91.06,292.89,9.4,64.45,793.97,45.54,14.72
492.42,96.18,394.16,993.39,-5.78,190.47,9.72,41.83,73.46,80.08,48.29,1.39,59.05,93.64,296.55,6.93,60.45,789.8,41.32,12.6
499.9,100.6,398.65,998.92,4.89,199.14,14.32,50.07,73.55,78.06,46.13,1.19,67.7,101.28,310.94,-0.49,72.08,796.62,49.61,29.2
508.2,109.04,405.73,1009.95,2.33,198.53,13.54,49.05,76.96,83.62,52.08,7.94,62.46,96.75,302.76,3.6,79.53,802.49,39.62,25.67
494.07,95.29,397.31,997.51,21.79,215.4,26.98,63.4,73.55,78.83,49.63,1.27,63.68,96.7,301.68,3.95,72.87,806.87,59.2,23.38
508.14,102.82,406.82,1004.31,0.28,193.61,11.75,45.07,72.51,76.12,46.39,0.13,64.73,98.61,304.71,3.07,68.3,800.07,42.09,19.25
479.0,85.24,384.81,972.77,5.31,201.75,14.53,49.13,75.55,78.82,49.5,3.54,62.04,97.58,303.49,2.38,62.79,789.03,56.25,25.35
502.95,101.18,400.27,1002.09,5.38,199.55,15.84,50.75,76.83,82.66,51.47,4.91,56.2,91.81,294.89,8.48,69.81,802.81,49.18,26.3
492.97,94.96,394.72,994.27,-2.13,191.88,8.28,43.87,78.1,82.48,51.87,7.71,63.39,98.77,303.93,1.85,71.61,787.36,46.56,33.01
493.47,96.21,395.15,992.66,3.34,195.65,12.75,46.13,73.2,78.05,48.35,2.85,64.1,98.37,305.18,1.17,68.59,792.23,51.22,25.01
516.36,109.65,413.13,1014.85,0.77,195.92,10.11,44.48,74.23,77.04,50.42,2.92,55.4,90.52,291.85,8.2,70.24,805.92,40.74,20.32
497.87,97.15,398.97,1001.23,3.85,197.36,13.01,47.97,72.66,78.52,47.76,1.3,54.38,90.16,292.77,8.99,66.08,797.15,53.62,29.04
498.37,95.89,396.54,995.38,10.03,206.97,19.38,52.45,76.17,82.44,51.77,5.96,55.46,91.19,294.81,8.41,68.27,802.24,57.85,29.99
495.91,95.59,394.46,993.38,13.3,208.63,22.0,59.43,74.92,79.43,50.1,3.04,58.49,92.52,296.6,6.36,71.05,801.68,53.92,21.14
489.92,89.84,388.08,986.21,10.53,207.06,20.42,58.28,81.14,87.55,55.91,10.31,52.43,89.43,294.01,10.76,70.96,790.41,57.24,21.07
498.97,100.59,400.75,997.66,2.81,193.73,12.28,46.77,80.04,85.64,53.9,8.18,64.69,97.68,306.45,1.13,75.79,798.94,44.04,17.41
515.78,111.71,415.51,1018.9,3.72,200.5,15.08,49.38,73.87,78.6,50.0,3.3,60.44,95.9,300.85,3.96,76.94,809.51,43.2,21.96
512.02,109.55,411.52,1015.14,7.74,202.11,16.32,53.45,74.97,79.03,48.93,2.55,60.03,94.77,299.72,5.92,75.9,811.03,44.53,22.58
500.9,98.67,402.01,997.73,-1.02,194.22,9.8,43.2,74.24,79.55,49.56,4.96,57.34,92.98,299.37,5.53,67.29,795.78,48.97,24.59
509.0,106.98,407.75,1006.45,8.55,204.14,18.09,54.07,73.48,77.07,49.97,4.23,58.48,93.56,294.5,6.45,70.28,811.95,50.28,15.97
501.37,100.9,398.67,996.86,7.77,205.1,16.61,52.08,72.98,76.63,48.61,2.34,56.62,92.05,294.91,8.73,66.44,803.42,54.12,28.41
511.48,107.68,412.33,1013.04,15.69,209.55,24.89,59.95,78.14,82.73,52.11,6.79,56.18,92.61,296.93,8.37,80.43,816.89,60.76,31.09
493.37,94.68,394.17,993.42,0.86,197.51,12.51,45.51,76.17,83.7,51.78,4.08,54.03,90.58,292.8,8.51,64.45,794.52,53.29,23.18
498.6,100.66,401.1,998.05,5.56,204.73,16.49,52.41,71.4,77.23,48.2,1.52,62.84,97.68,304.27,3.37,72.1,804.2,52.48,31.83
498.07,99.04,397.71,993.18,9.45,205.63,20.52,55.17,67.29,68.13,42.59,-3.45,61.49,95.87,302.76,4.73,61.8,801.19,55.64,18.96
493.1,95.5,396.31,993.45,7.43,200.69,15.2,51.07,77.35,82.29,51.52,6.5,57.11,92.99,299.21,7.69,66.81,798.5,52.48,27.74
499.86,98.87,399.63,999.2,6.38,201.98,15.61,51.67,78.16,85.74,53.2,7.98,58.64,93.66,298.68,6.41,71.97,799.11,56.54,35.45
490.55,89.15,390.02,988.83,5.58,202.38,16.35,51.07,69.0,72.5,45.37,-2.38,60.03,95.24,301.87,4.68,60.52,796.18,57.33,33.28
516.24,109.47,415.68,1019.04,4.99,199.63,15.2,50.49,72.16,75.91,46.15,1.17,65.55,98.41,305.27,0.34,75.17,809.19,45.72,25.26
501.16,100.58,400.76,1000.31,8.68,204.37,18.91,53.64,79.0,82.74,53.91,6.89,50.69,88.87,289.95,9.31,72.58,806.75,54.41,18.53
498.93,101.19,399.56,1001.84,-0.69,194.05,10.86,45.62,71.0,73.85,45.08,-0.22,60.14,95.19,300.67,6.39,64.99,794.56,45.63,19.7
497.01,93.05,394.73,993.59,3.79,195.97,14.88,50.41,75.12,78.49,49.72,3.11,58.23,94.96,299.2,4.82,66.96,797.76,58.47,37.85
501.54,100.28,399.42,999.09,16.53,209.8,23.87,58.66,78.85,86.49,53.74,6.56,62.15,97.32,305.14,1.24,79.78,807.42,52.14,19.82
497.5,96.39,395.77,993.68,1.47,193.7,11.94,43.25,78.05,81.24,51.72,4.77,60.82,95.44,296.72,5.7,67.28,797.18,50.48,24.91
501.31,102.47,401.95,1002.84,6.69,203.43,15.66,51.21,73.04,78.75,50.05,3.89,56.64,91.67,296.87,8.47,70.05,803.31,50.94,23.97
506.89,102.88,403.23,1004.54,3.33,198.09,14.72,48.79,74.7,78.77,50.8,3.35,64.32,97.0,304.76,2.47,71.93,805.92,48.25,34.5
488.46,89.63,389.46,987.2,5.76,198.25,14.97,50.48,73.35,75.57,46.8,1.1,59.44,95.0,301.52,4.72,64.08,790.42,54.85,24.99
502.75,100.65,405.24,1003.19,13.04,212.0,21.2,58.92,73.4,79.37,49.26,2.66,58.68,94.28,300.44,5.96,73.43,810.44,58.29,27.43
507.81,102.97,405.48,1010.04,0.68,195.07,9.61,43.89,77.23,83.96,51.25,5.84,61.11,96.32,304.08,3.47,69.67,801.32,42.38,19.91
496.82,97.59,397.72,996.96,8.45,205.39,18.44,52.26,76.34,80.1,50.55,6.46,60.11,95.66,305.05,3.78,72.55,799.86,48.97,27.55
486.94,88.82,388.3,984.43,4.49,201.35,15.22,50.13,74.27,78.73,49.96,4.88,61.68,96.79,302.77,3.95,65.82,791.25,50.1,21.69
505.02,104.16,403.33,1004.88,8.6,203.43,14.89,52.31,72.76,75.32,48.16,2.28,62.16,97.64,303.44,1.43,74.73,803.59,48.18,19.97
494.0,95.61,395.96,994.49,3.0,200.98,16.36,49.02,73.67,78.38,48.77,2.4,55.05,92.09,292.84,7.37,66.58,803.58,55.35,31.48
497.78,101.21,399.17,1001.09,1.55,195.04,11.63,47.0,69.28,74.34,45.48,-0.47,61.45,95.54,304.27,4.16,62.64,797.28,48.72,21.79
500.64,99.4,401.27,1001.42,11.74,207.77,21.0,55.59,67.72,68.24,42.69,-2.72,63.75,99.23,307.62,1.88,68.09,809.39,60.38,33.4
493.44,94.73,392.55,989.8,10.88,207.48,18.62,54.71,72.36,77.69,46.57,2.84,56.19,91.07,293.29,7.83,64.09,799.07,57.69,21.47
516.38,111.2,412.32,1018.4,5.7,204.07,15.54,53.95,73.89,79.44,49.93,4.89,63.86,98.51,304.55,2.16,80.14,812.85,41.9,27.12
513.22,107.14,410.95,1012.47,11.5,210.56,22.04,58.26,75.74,82.9,51.32,5.58,56.34,91.93,296.57,7.8,77.91,816.33,58.89,28.72
500.5,103.12,401.59,1000.52,6.84,205.34,16.97,52.44,78.81,84.92,53.33,7.01,59.88,97.27,298.43,3.65,74.68,802.64,45.45,21.4
512.11,104.77,411.79,1013.63,5.4,201.52,15.52,47.8,77.1,82.76,51.41,6.04,63.47,96.65,303.13,3.03,77.75,806.82,48.57,26.41
505.93,105.38,405.42,1006.0,5.71,197.84,16.72,51.47,74.65,80.96,48.97,3.55,57.04,93.9,295.36,7.53,72.83,804.77,49.73,21.51
497.16,99.14,396.95,997.25,10.86,207.28,18.96,53.53,74.54,78.0,49.02,0.79,60.99,94.89,298.29,5.63,68.42,804.57,53.4,26.4
504.95,106.12,405.94,1007.9,9.14,205.85,16.3,53.91,79.94,86.82,56.97,9.73,53.09,90.19,294.42,9.62,76.41,801.67,50.82,27.19
503.55,101.52,403.71,1005.19,-2.57,188.48,7.9,42.08,81.04,87.47,55.0,7.94,61.33,95.01,298.26,4.86,73.35,795.91,38.44,26.03
509.11,106.25,407.03,1007.34,-6.22,185.07,6.89,40.34,75.84,82.77,50.72,4.54,57.28,91.25,295.62,6.7,64.8,795.75,42.27,27.67
502.5,105.41,403.23,1001.83,9.32,205.77,19.9,52.47,76.17,82.7,51.45,4.68,67.42,101.16,312.3,-0.82,78.59,808.16,47.13,25.08
496.61,95.63,398.16,994.09,11.21,209.37,20.44,57.19,73.63,79.72,50.61,2.76,62.1,95.64,300.31,4.22,71.2,799.15,39.0,1.31
506.56,104.49,402.55,1006.5,5.39,200.82,14.57,50.92,74.2,79.0,48.99,2.78,57.2,92.36,296.7,6.19,68.57,804.45,55.79,25.25
482.87,86.13,386.17,982.88,20.32,218.6,29.89,65.22,77.96,83.62,52.46,8.5,62.69,95.89,303.65,3.79,73.9,804.23,67.24,30.22
502.45,102.31,402.01,1002.15,0.79,197.75,12.64,45.71,77.44,84.81,54.24,8.38,52.04,90.06,290.91,9.01,69.39,796.22,51.3,28.39
510.31,107.82,406.89,1013.34,7.14,206.46,17.23,54.19,71.69,73.57,45.46,-0.65,60.51,95.61,299.47,4.48,70.74,804.07,49.34,22.34
493.33,98.35,392.88,991.32,-6.49,185.74,6.19,40.4,72.95,75.46,46.08,0.77,56.74,94.17,300.97,5.82,57.22,787.04,51.41,30.99
521.63,115.03,421.03,1024.27,8.9,205.45,19.58,54.43,73.22,76.42,47.9,1.84,60.02,92.41,298.09,6.91,77.43,815.94,54.14,33.67
506.09,102.74,404.49,1003.29,6.78,202.31,16.76,49.95,74.8,81.49,50.61,5.19,63.53,98.46,305.36,1.08,73.68,804.69,55.03,35.31
498.94,99.41,399.67,999.33,4.31,200.54,14.75,49.17,76.69,82.13,51.75,4.61,56.89,94.34,294.79,5.67,72.93,798.88,43.78,20.88
505.34,105.25,403.56,1002.57,2.16,193.88,10.73,45.28,79.0,85.43,54.83,7.79,63.13,95.59,302.06,3.99,74.7,801.63,50.24,33.36
492.15,98.32,392.71,992.82,10.25,204.64,19.96,56.42,68.98,72.43,45.96,-0.13,64.39,97.27,304.3,3.26,63.69,797.4,53.34,24.79
509.01,108.4,405.76,1010.73,1.48,198.71,14.87,46.41,76.93,84.34,52.01,6.52,62.42,96.09,302.04,4.38,75.82,802.13,46.99,24.87
503.85,101.97,403.74,1002.4,14.16,208.02,23.02,58.62,74.06,78.15,49.65,1.45,63.54,99.87,306.02,0.93,77.72,811.51,49.88,23.7
510.32,108.88,407.54,1013.68,16.72,213.89,25.18,62.47,73.99,76.19,48.04,2.86,51.22,88.17,290.25,12.1,68.91,818.54,61.95,22.55
493.67,97.08,396.2,994.45,0.94,195.95,13.23,47.2,72.08,77.46,47.98,1.9,58.23,93.24,297.59,6.29,65.06,796.62,58.13,27.64
509.26,109.49,407.99,1009.49,10.19,206.53,19.94,55.89,81.31,89.62,58.68,11.14,56.85,93.46,296.78,7.29,78.46,807.67,39.64,11.17
515.7,114.78,415.15,1020.22,4.94,201.9,14.57,50.19,74.47,80.06,49.75,6.08,52.89,89.08,290.57,8.4,73.28,807.45,45.67,21.76
506.15,101.57,407.09,1008.36,4.23,198.57,14.42,49.65,67.93,72.42,43.16,-2.87,56.7,92.69,294.14,9.86,63.96,800.78,55.29,32.1
510.78,106.91,409.43,1010.68,5.07,201.0,15.71,52.56,84.32,91.59,58.81,13.57,67.46,97.97,307.82,0.75,82.93,809.01,51.3,33.35
510.98,111.35,409.83,1009.3,9.76,203.75,18.49,54.44,70.54,75.58,45.45,0.23,54.5,90.35,290.98,9.29,67.45,810.77,51.58,23.74
502.67,99.75,400.76,1001.87,5.05,199.3,13.76,50.08,75.98,80.03,49.94,4.01,60.26,95.06,302.01,5.88,72.49,801.45,51.26,27.32
507.5,107.03,408.61,1007.82,6.51,200.83,15.12,50.27,73.98,77.91,49.27,4.79,50.93,86.82,287.71,13.11,67.5,805.85,57.78,32.59
493.12,97.81,392.36,991.41,1.0,194.87,10.09,46.54,77.89,83.27,52.98,7.0,63.55,97.44,307.42,0.8,69.01,790.66,48.75,34.06
507.44,105.46,406.06,1013.47,-2.17,193.56,10.19,42.31,73.33,79.37,50.31,2.72,56.99,93.09,298.32,6.75,68.89,801.38,54.06,33.89
508.26,104.63,408.08,1007.13,5.31,198.71,13.97,48.74,76.43,85.29,53.06,5.87,59.95,96.09,301.91,3.58,73.35,802.48,47.58,19.06
504.64,102.72,401.37,1001.4,10.17,204.75,18.44,53.36,73.85,80.35,49.97,4.25,55.31,91.32,295.64,8.52,68.27,804.74,54.83,29.31
499.49,96.98,399.56,998.53,-0.96,191.46,11.61,44.78,72.74,78.07,47.58,3.05,58.48,93.03,297.73,4.86,63.63,796.68,49.41,24.25
504.51,103.48,402.77,1005.17,4.28,198.01,13.89,49.68,75.34,80.41,51.78,5.62,57.95,94.14,298.9,5.82,73.33,804.04,50.86,29.03
504.16,105.77,402.62,1002.54,8.06,202.17,17.46,52.49,79.3,85.49,55.75,8.78,57.54,94.51,298.49,5.92,76.26,800.21,44.68,14.56
499.4,100.39,399.88,998.81,8.5,205.52,19.44,56.12,74.84,81.58,51.61,3.54,59.66,96.18,303.5,4.02,73.73,800.88,46.27,10.18
494.47,96.05,393.11,991.33,7.85,203.63,17.72,52.44,76.55,81.29,52.76,4.54,57.6,93.12,295.65,7.21,67.78,798.88,56.81,27.67
495.4,95.75,395.95,994.59,0.07,195.11,9.91,44.0,73.39,81.33,51.23,5.15,60.77,95.35,299.11,5.75,66.61,789.86,50.4,23.54
505.34,102.6,403.22,1007.96,12.7,210.04,21.01,59.48,78.78,84.45,52.4,8.23,58.14,93.39,298.01,5.74,77.24,811.09,60.07,33.59
487.87,92.13,387.6,986.0,4.95,199.97,14.66,50.16,79.05,83.79,51.85,6.21,62.98,96.66,304.65,2.8,70.95,794.19,53.53,28.93
515.3,110.57,414.8,1018.03,0.37,194.32,10.96,44.67,77.54,84.64,52.68,6.95,59.43,95.29,299.35,5.82,78.14,810.15,47.33,30.27
498.76,102.47,399.79,1003.15,8.96,204.9,18.92,55.11,79.86,86.21,54.7,8.92,63.95,96.6,303.31,3.52,77.46,801.21,48.77,22.27
497.59,97.01,397.36,996.12,1.62,195.05,12.83,47.13,78.7,84.38,53.46,8.4,65.67,98.53,306.85,0.5,74.03,793.19,42.68,30.58
486.55,90.2,387.65,984.28,2.42,196.33,11.79,46.11,77.21,80.72,51.26,4.29,55.23,92.63,295.83,7.48,62.7,784.0,46.63,19.99
496.28,100.21,396.78,992.29,-4.3,188.36,7.38,41.12,76.15,80.66,51.57,5.68,57.44,93.79,296.65,5.93,66.32,786.45,46.41,22.86
510.41,104.62,407.69,1013.75,0.84,194.28,10.57,45.37,68.12,72.06,43.28,-0.96,59.84,95.65,298.37,5.39,67.83,802.93,48.25,25.76
488.73,92.96,391.72,987.29,2.37,198.94,13.86,48.69,75.05,80.16,49.39,3.47,60.53,95.36,299.45,5.15,64.64,789.15,48.71,16.83
521.25,116.84,417.64,1020.45,2.06,195.6,13.04,48.39,77.51,80.54,49.71,3.56,58.57,93.43,297.66,7.14,77.33,808.86,32.87,8.2
510.99,109.29,409.2,1013.68,-9.05,183.96,4.31,34.02,79.58,85.32,53.91,8.3,54.01,90.97,293.32,9.5,70.34,789.58,33.64,19.82
500.11,96.83,398.03,998.65,14.86,214.88,23.17,61.96,75.71,79.07,50.45,4.68,58.7,94.91,296.32,4.69,74.99,805.96,54.1,12.63
503.61,101.17,403.99,1007.0,2.37,199.01,14.02,47.21,78.12,82.29,50.35,6.1,52.78,89.24,290.07,11.21,68.63,803.9,50.78,25.71
500.5,100.4,404.7,1001.14,-1.95,192.44,8.82,44.9,71.32,75.37,47.75,0.47,57.87,95.14,300.49,6.87,64.95,797.86,45.2,22.31
501.25,103.5,402.97,1002.48,-3.92,193.7,8.64,46.9,73.46,76.05,46.89,1.01,70.36,100.63,311.09,-1.96,69.05,796.44,38.34,19.46
495.95,97.01,397.13,994.75,5.58,198.39,15.27,49.28,74.01,78.42,50.37,2.55,65.31,98.49,307.08,1.91,69.32,796.32,46.64,20.8
507.37,106.31,406.94,1007.39,1.57,193.9,12.76,44.53,77.22,85.02,51.7,5.22,60.26,94.53,298.37,5.27,71.1,797.73,45.89,24.9
499.88,96.54,399.74,997.92,6.72,203.86,16.49,52.18,71.19,75.8,46.09,0.51,57.34,91.71,297.59,8.3,64.47,800.3,64.02,26.63
506.17,104.36,402.38,1006.7,3.03,197.45,14.01,48.3,77.24,82.08,52.34,6.48,59.13,95.49,300.41,5.04,73.86,799.12,39.88,12.5
502.89,103.32,401.25,999.01,4.09,198.81,16.26,49.28,76.22,82.03,50.58,4.47,57.88,93.39,297.2,8.47,68.96,799.34,49.34,16.11
509.33,105.51,407.39,1005.17,2.98,201.64,14.1,48.55,73.76,78.89,47.95,1.52,60.01,96.37,302.5,4.81,72.51,804.65,44.64,26.46
507.81,103.42,408.5,1006.57,4.24,200.02,13.45,49.76,76.98,81.26,51.28,5.25,57.49,92.86,297.26,8.12,72.72,802.41,42.81,18.68
506.35,103.15,406.17,1007.82,6.57,202.14,14.84,48.97,77.48,82.46,52.94,5.6,62.52,96.98,306.19,3.64,74.62,799.85,39.92,20.15
500.81,103.68,401.09,998.83,-5.78,190.21,7.35,40.57,77.11,81.95,51.41,5.08,57.8,91.41,292.45,8.2,65.77,791.38,48.19,27.27
507.78,104.18,403.34,1005.25,1.53,194.8,13.16,46.72,75.72,79.64,49.0,5.1,62.56,97.6,306.64,2.47,74.38,798.94,39.3,12.47
503.37,104.22,406.09,1006.97,4.81,200.47,15.1,49.32,78.31,84.24,52.24,6.92,54.91,89.09,292.04,8.8,71.6,803.99,51.06,22.64
508.07,107.63,409.7,1011.17,11.42,207.23,20.86,55.6,72.5,77.19,47.54,0.11,59.72,94.28,296.16,5.24,75.2,811.66,59.85,37.32
488.57,90.91,387.6,985.41,4.19,201.05,16.67,50.07,76.61,81.58,50.13,4.19,60.16,96.09,300.27,4.87,66.48,791.79,48.94,22.65
507.18,106.14,408.42,1008.94,9.18,204.78,18.51,53.93,79.78,89.49,54.4,8.8,54.64,93.14,294.52,7.94,77.61,806.26,47.47,20.62
508.9,107.46,406.3,1010.01,15.27,211.87,22.32,58.44,74.28,78.74,51.71,4.37,53.02,89.2,290.7,9.39,72.49,812.01,56.72,16.02
509.13,104.96,408.26,1006.86,8.21,204.76,18.86,54.51,78.09,85.02,54.34,6.95,68.02,100.08,309.95,-0.4,82.17,807.39,45.16,26.08
492.94,92.86,390.94,996.24,-2.03,192.15,11.0,43.34,74.62,79.46,48.84,4.18,63.39,98.32,304.28,1.21,64.96,793.91,51.3,28.63
502.07,100.88,402.01,1000.16,4.19,201.97,16.6,50.57,75.4,79.68,48.95,4.71,64.63,98.7,305.85,-0.85,70.83,799.29,45.29,20.19
500.26,100.73,398.88,998.18,4.38,198.53,15.03,51.39,73.86,79.01,50.2,4.67,67.55,100.68,308.17,-0.14,71.7,803.91,43.65,16.14
520.85,113.68,415.74,1021.15,1.21,197.36,13.11,46.14,71.92,77.05,47.27,2.15,59.2,92.36,296.66,6.3,72.24,811.08,48.96,24.92
498.07,102.02,398.2,998.1,10.68,209.07,19.89,54.85,71.98,76.92,48.58,0.28,53.2,90.59,290.65,8.97,65.6,803.62,56.93,24.2
501.04,102.66,399.18,1003.19,-0.87,191.02,7.78,42.23,73.12,79.3,49.62,4.36,62.24,96.65,304.21,2.75,70.24,796.94,41.7,23.99
494.27,95.42,395.4,991.15,0.02,195.41,10.78,43.4,73.52,79.65,49.8,3.21,61.84,96.52,302.0,4.47,64.66,798.58,59.4,43.15
507.62,105.86,409.39,1013.03,-1.64,193.07,10.93,44.98,68.85,74.33,45.95,-1.44,59.02,94.49,297.62,4.77,68.2,797.99,50.93,31.41
506.04,100.76,402.37,1002.86,2.3,198.25,12.71,48.25,77.64,84.88,53.43,7.33,64.58,99.01,307.83,0.42,77.82,806.07,50.01,37.29
492.77,95.83,392.99,992.48,7.6,204.02,16.66,51.99,71.26,75.96,45.43,-0.35,56.15,91.74,293.76,8.32,62.41,794.69,51.99,7.05
496.99,96.51,399.41,996.08,-2.5,193.85,9.7,42.64,77.44,82.69,51.9,5.44,60.23,94.85,299.53,7.57,67.72,795.72,42.68,21.71
504.4,100.17,404.08,1003.98,13.2,207.3,20.97,58.83,76.6,82.9,50.89,3.54,57.7,92.92,300.29,8.65,73.61,807.24,53.66,25.2
496.65,102.07,399.8,1003.07,1.58,196.84,12.17,47.84,70.98,73.79,44.51,-1.97,56.25,94.18,301.05,6.24,63.47,799.69,54.26,26.96
492.53,97.98,395.12,993.12,-4.88,188.79,7.74,40.08,74.86,80.96,49.89,2.09,64.53,98.42,305.08,3.47,65.72,785.82,35.78,15.28
503.21,100.25,402.11,998.38,7.21,202.33,16.19,52.26,77.35,83.68,51.23,7.4,63.94,97.0,302.21,1.57,73.94,807.34,49.95,29.65
489.12,92.49,387.76,983.36,7.74,204.75,18.57,54.38,77.85,84.33,54.33,8.0,58.32,94.82,295.61,5.25,71.45,797.4,54.94,24.22
492.14,93.52,393.81,993.11,11.95,205.94,19.91,55.42,73.18,76.71,48.12,3.21,66.44,98.74,306.15,0.15,68.56,800.79,52.31,24.29
505.71,104.53,406.16,1006.82,2.62,196.71,12.12,44.11,79.26,86.92,55.62,9.35,54.47,88.4,292.78,11.62,73.78,799.88,49.97,20.14
484.6,86.69,384.48,983.41,-1.58,191.99,9.52,45.26,80.52,85.44,55.93,9.94,64.61,98.69,306.89,1.83,68.85,785.33,38.88,15.71
500.31,99.3,400.52,1000.76,1.25,194.22,12.41,49.36,75.22,83.97,52.67,4.91,68.65,100.56,310.63,1.51,73.71,800.22,46.66,27.83
502.27,102.58,401.46,1003.77,7.15,204.09,17.51,52.63,72.43,74.57,46.12,1.47,62.0,97.66,304.19,2.53,69.71,802.99,52.49,23.53
493.97,97.61,396.45,999.19,1.07,195.39,12.48,47.55,80.15,85.26,54.46,7.84,60.47,95.85,298.32,5.19,71.28,793.91,43.08,17.32
495.87,95.84,397.65,995.68,2.63,197.82,14.94,46.34,74.87,79.04,50.16,4.45,59.78,94.01,298.32,5.71,65.14,796.53,49.27,27.13
514.13,107.91,410.19,1010.81,10.1,205.38,18.01,54.96,78.3,85.8,54.15,8.32,53.35,90.14,290.1,8.97,78.9,812.21,49.59,23.88
509.23,106.21,408.43,1009.81,8.89,203.81,18.57,51.78,72.5,77.89,47.21,0.37,56.68,92.13,297.5,6.54,66.91,808.36,55.82,30.3
498.34,98.0,397.8,1000.35,9.04,204.35,17.45,53.85,75.49,80.59,50.59,3.93,61.53,94.16,297.27,5.37,68.08,802.11,51.22,24.7
494.74,94.49,393.71,996.49,13.49,207.62,22.43,59.38,77.11,82.8,52.05,6.76,65.36,98.68,307.36,1.05,75.88,803.69,52.05,23.63
494.73,95.56,396.38,994.2,3.15,194.57,14.62,47.63,73.45,75.02,48.59,2.38,60.95,97.34,301.68,3.57,67.71,796.5,52.31,26.88
496.72,98.89,397.57,997.0,5.31,199.15,13.58,48.52,75.95,80.94,51.2,5.13,58.52,92.42,295.28,7.13,65.03,798.22,50.97,23.09
512.19,110.2,410.98,1016.5,1.42,197.87,12.95,45.66,73.89,78.82,48.61,1.94,70.32,101.67,314.04,-2.18,75.09,802.24,32.38,8.33
492.33,91.69,392.38,991.63,15.58,208.8,20.5,58.96,73.0,76.53,49.14,4.35,60.61,96.95,300.37,3.46,72.68,799.94,67.07,32.14
494.33,94.77,394.11,993.97,-0.41,195.2,14.3,49.08,76.67,83.02,51.35,4.65,59.91,95.45,301.14,5.81,63.76,793.25,46.92,24.46
498.8,96.79,400.33,999.68,-2.08,189.57,9.84,43.27,77.27,81.53,50.63,6.26,62.09,97.83,302.81,3.27,73.22,794.03,43.05,23.75
497.76,97.68,398.65,995.22,6.68,203.63,16.45,53.46,73.0,77.84,49.1,2.21,59.63,93.5,297.24,5.75,67.7,799.95,51.6,13.74
512.03,108.06,409.41,1014.46,5.72,199.27,14.44,50.24,75.37,78.59,50.17,4.1,59.74,95.17,296.55,4.56,74.34,808.29,44.62,19.5
492.19,94.06,392.3,991.89,1.71,196.74,11.95,45.54,76.24,83.71,51.79,7.21,58.08,93.29,295.23,7.13,64.79,791.84,48.55,23.7
495.66,99.26,396.63,997.58,-2.6,190.72,9.43,43.63,72.17,78.04,49.04,0.95,66.43,99.55,306.58,1.67,68.61,791.26,41.92,26.07
494.76,95.28,393.74,996.27,2.09,197.19,12.72,49.81,74.57,79.9,49.49,1.27,60.63,95.96,303.4,2.3,66.99,795.44,47.33,23.97
498.88,101.39,401.45,1000.56,3.08,198.73,13.02,49.0,76.08,81.4,51.73,4.25,61.79,96.62,303.22,4.3,69.49,795.6,48.7,31.42
503.2,104.27,404.41,1004.75,2.85,202.94,14.64,50.18,80.0,84.41,53.83,7.5,62.21,97.13,301.86,2.27,74.62,805.79,53.16,28.5
499.25,99.3,400.55,998.91,6.02,203.48,16.14,50.58,72.03,77.74,49.15,-0.32,58.88,95.32,298.36,4.94,68.24,801.12,55.73,32.15
495.84,98.91,398.02,996.92,12.46,207.37,21.28,57.06,75.29,82.33,49.47,6.32,67.24,100.24,309.58,0.5,73.24,798.81,45.67,16.44
498.19,97.02,397.96,998.04,3.61,199.05,14.32,49.28,77.38,83.35,52.43,7.14,62.01,97.07,304.09,2.88,71.45,795.42,46.77,30.17
495.78,95.9,398.2,996.33,3.88,200.02,13.72,49.4,76.68,84.1,51.67,5.7,64.88,98.04,304.3,3.06,75.25,797.7,49.0,24.07
496.33,96.27,398.0,999.23,5.79,200.31,15.36,49.31,74.33,78.49,50.63,4.25,60.78,95.2,303.16,3.71,68.64,796.06,49.7,28.47
